,height,weight,label,predict
8563,158,52,normal,
8564,193,36,thin,
8565,200,41,thin,
8566,133,79,fat,
8567,133,51,fat,
8568,162,54,normal,
8569,144,52,fat,
8570,183,71,normal,
8571,136,70,fat,
8572,158,63,fat,
8573,173,49,thin,
8574,163,38,thin,
8575,162,40,thin,
8576,143,69,fat,
8577,182,72,normal,
8578,182,57,thin,
8579,138,57,fat,
8580,183,36,thin,
8581,151,75,fat,
8582,177,68,normal,
8583,129,65,fat,
8584,176,62,normal,
8585,194,52,thin,
8586,127,55,fat,
8587,133,71,fat,
8588,163,55,normal,
8589,128,47,fat,
8590,121,61,fat,
8591,131,42,normal,
8592,141,76,fat,
8593,127,74,fat,
8594,130,36,normal,
8595,194,52,thin,
8596,172,57,normal,
8597,178,45,thin,
8598,180,46,thin,
8599,157,69,fat,
8600,164,58,normal,
8601,188,65,thin,
8602,156,71,fat,
8603,174,69,normal,
8604,189,79,normal,
8605,185,62,thin,
8606,125,65,fat,
8607,128,35,normal,
8608,124,56,fat,
8609,187,66,normal,
8610,159,57,normal,
8611,145,40,normal,
8612,126,43,fat,
8613,173,40,thin,
8614,192,64,thin,
8615,157,55,normal,
8616,149,39,thin,
8617,198,72,thin,
8618,152,73,fat,
8619,168,69,normal,
8620,183,63,normal,
8621,189,50,thin,
8622,196,42,thin,
8623,166,80,fat,
8624,143,39,normal,
8625,173,73,normal,
8626,121,49,fat,
8627,172,63,normal,
8628,158,36,thin,
8629,153,59,fat,
8630,184,71,normal,
8631,197,55,thin,
8632,186,74,normal,
8633,161,48,normal,
8634,122,63,fat,
8635,162,40,thin,
8636,140,41,normal,
8637,120,43,fat,
8638,180,39,thin,
8639,133,49,fat,
8640,162,80,fat,
8641,166,77,fat,
8642,199,62,thin,
8643,126,48,fat,
8644,191,51,thin,
8645,124,76,fat,
8646,178,69,normal,
8647,182,40,thin,
8648,149,53,normal,
8649,144,64,fat,
8650,136,42,normal,
8651,166,60,normal,
8652,148,52,normal,
8653,157,67,fat,
8654,159,55,normal,
8655,145,61,fat,
8656,180,49,thin,
8657,158,36,thin,
8658,177,67,normal,
8659,161,48,normal,
8660,162,72,fat,
8661,164,74,fat,
8662,165,70,fat,
8663,161,35,thin,
8664,151,77,fat,
8665,198,35,thin,
8666,150,57,fat,
8667,199,50,thin,
8668,196,44,thin,
8669,175,65,normal,
8670,142,45,normal,
8671,144,69,fat,
8672,160,55,normal,
8673,154,36,thin,
8674,182,58,thin,
8675,162,48,thin,
8676,179,58,thin,
8677,161,71,fat,
8678,160,36,thin,
8679,182,41,thin,
8680,185,58,thin,
8681,168,37,thin,
8682,133,38,normal,
8683,157,44,thin,
8684,127,51,fat,
8685,153,67,fat,
8686,178,65,normal,
8687,161,43,thin,
8688,153,56,normal,
8689,174,80,fat,
8690,172,41,thin,
8691,152,41,thin,
8692,138,79,fat,
8693,151,35,thin,
8694,153,76,fat,
8695,189,53,thin,
8696,187,58,thin,
8697,145,72,fat,
8698,198,53,thin,
8699,184,75,normal,
8700,143,36,thin,
8701,153,70,fat,
8702,127,69,fat,
8703,125,51,fat,
8704,142,39,normal,
8705,196,72,normal,
8706,175,56,thin,
8707,132,37,normal,
8708,166,65,normal,
8709,128,40,normal,
8710,132,54,fat,
8711,150,71,fat,
8712,138,61,fat,
8713,169,62,normal,
8714,151,79,fat,
8715,146,50,normal,
8716,163,44,thin,
8717,136,50,fat,
8718,183,70,normal,
8719,137,77,fat,
8720,141,50,fat,
8721,200,45,thin,
8722,157,63,fat,
8723,131,60,fat,
8724,199,59,thin,
8725,169,38,thin,
8726,184,66,normal,
8727,164,50,normal,
8728,194,78,normal,
8729,173,57,normal,
8730,153,40,thin,
8731,162,63,normal,
8732,170,66,normal,
8733,197,65,thin,
8734,127,61,fat,
8735,191,79,normal,
8736,133,78,fat,
8737,187,50,thin,
8738,149,43,normal,
8739,141,68,fat,
8740,188,53,thin,
8741,152,50,normal,
8742,153,50,normal,
8743,163,71,fat,
8744,127,58,fat,
8745,193,76,normal,
8746,126,67,fat,
8747,141,61,fat,
8748,194,50,thin,
8749,194,77,normal,
8750,164,63,normal,
8751,188,48,thin,
8752,124,42,fat,
8753,159,62,normal,
8754,122,65,fat,
8755,142,47,normal,
8756,192,57,thin,
8757,174,41,thin,
8758,128,69,fat,
8759,161,75,fat,
8760,132,70,fat,
8761,189,53,thin,
8762,164,67,normal,
8763,170,45,thin,
8764,155,72,fat,
8765,178,65,normal,
8766,194,39,thin,
8767,137,80,fat,
8768,171,73,normal,
8769,162,58,normal,
8770,150,61,fat,
8771,183,36,thin,
8772,195,74,normal,
8773,141,51,fat,
8774,187,50,thin,
8775,122,69,fat,
8776,178,41,thin,
8777,152,41,thin,
8778,147,70,fat,
8779,179,49,thin,
8780,164,41,thin,
8781,145,69,fat,
8782,199,53,thin,
8783,161,77,fat,
8784,195,66,thin,
8785,121,42,fat,
8786,168,37,thin,
8787,167,65,normal,
8788,134,45,fat,
8789,189,52,thin,
8790,173,76,fat,
8791,133,59,fat,
8792,168,75,fat,
8793,185,60,thin,
8794,167,36,thin,
8795,143,68,fat,
8796,122,47,fat,
8797,143,59,fat,
8798,128,69,fat,
8799,145,62,fat,
8800,200,42,thin,
8801,139,64,fat,
8802,122,66,fat,
8803,194,68,thin,
8804,143,65,fat,
8805,145,37,thin,
8806,129,42,fat,
8807,174,49,thin,
8808,144,79,fat,
8809,188,52,thin,
8810,194,45,thin,
8811,130,69,fat,
8812,134,51,fat,
8813,190,58,thin,
8814,178,62,normal,
8815,191,66,thin,
8816,195,52,thin,
8817,197,55,thin,
8818,152,70,fat,
8819,175,68,normal,
8820,159,42,thin,
8821,151,54,normal,
8822,140,40,normal,
8823,137,48,fat,
8824,125,63,fat,
8825,188,69,normal,
8826,142,68,fat,
8827,182,51,thin,
8828,178,47,thin,
8829,126,38,normal,
8830,160,47,thin,
8831,159,49,normal,
8832,132,50,fat,
8833,191,77,normal,
8834,125,65,fat,
8835,120,80,fat,
8836,137,75,fat,
8837,187,75,normal,
8838,194,50,thin,
8839,156,37,thin,
8840,123,41,fat,
8841,165,46,thin,
8842,189,65,thin,
8843,160,74,fat,
8844,163,70,fat,
8845,171,42,thin,
8846,169,39,thin,
8847,125,52,fat,
8848,200,77,normal,
8849,189,68,normal,
8850,160,53,normal,
8851,135,57,fat,
8852,168,69,normal,
8853,188,43,thin,
8854,186,57,thin,
8855,195,76,normal,
8856,132,57,fat,
8857,161,60,normal,
8858,162,39,thin,
8859,126,57,fat,
8860,176,41,thin,
8861,143,37,thin,
8862,145,45,normal,
8863,131,66,fat,
8864,182,51,thin,
8865,123,64,fat,
8866,141,42,normal,
8867,176,53,thin,
8868,148,37,thin,
8869,160,44,thin,
8870,152,78,fat,
8871,169,62,normal,
8872,165,52,normal,
8873,186,37,thin,
8874,185,71,normal,
8875,169,58,normal,
8876,159,69,fat,
8877,149,52,normal,
8878,156,51,normal,
8879,142,80,fat,
8880,161,66,fat,
8881,149,42,normal,
8882,182,78,normal,
8883,168,59,normal,
8884,165,70,fat,
8885,143,61,fat,
8886,129,66,fat,
8887,178,68,normal,
8888,181,49,thin,
8889,191,76,normal,
8890,142,35,thin,
8891,138,72,fat,
8892,140,43,normal,
8893,181,68,normal,
8894,167,53,normal,
8895,123,77,fat,
8896,183,44,thin,
8897,146,35,thin,
8898,121,61,fat,
8899,179,63,normal,
8900,124,63,fat,
8901,149,56,fat,
8902,141,58,fat,
8903,192,65,thin,
8904,199,68,thin,
8905,161,64,normal,
8906,177,35,thin,
8907,133,70,fat,
8908,158,51,normal,
8909,122,41,fat,
8910,149,76,fat,
8911,146,72,fat,
8912,126,58,fat,
8913,131,52,fat,
8914,187,78,normal,
8915,151,71,fat,
8916,130,49,fat,
8917,176,65,normal,
8918,196,55,thin,
8919,123,52,fat,
8920,187,57,thin,
8921,121,77,fat,
8922,188,63,thin,
8923,129,41,normal,
8924,183,67,normal,
8925,163,65,normal,
8926,134,77,fat,
8927,120,73,fat,
8928,173,37,thin,
8929,195,74,normal,
8930,174,45,thin,
8931,163,42,thin,
8932,184,75,normal,
8933,148,43,normal,
8934,192,75,normal,
8935,137,65,fat,
8936,180,67,normal,
8937,132,49,fat,
8938,158,58,normal,
8939,128,42,fat,
8940,160,72,fat,
8941,180,56,thin,
8942,185,71,normal,
8943,153,41,thin,
8944,163,67,fat,
8945,179,57,thin,
8946,138,64,fat,
8947,148,69,fat,
8948,163,68,fat,
8949,136,77,fat,
8950,167,36,thin,
8951,197,43,thin,
8952,188,78,normal,
8953,189,80,normal,
8954,199,49,thin,
8955,165,78,fat,
8956,185,44,thin,
8957,152,64,fat,
8958,176,61,normal,
8959,129,37,normal,
8960,168,71,fat,
8961,156,60,normal,
8962,127,48,fat,
8963,194,58,thin,
8964,187,75,normal,
8965,132,80,fat,
8966,163,62,normal,
8967,152,67,fat,
8968,132,55,fat,
8969,166,69,fat,
8970,127,78,fat,
8971,140,49,fat,
8972,187,69,normal,
8973,128,78,fat,
8974,149,40,thin,
8975,168,53,normal,
8976,177,38,thin,
8977,125,45,fat,
8978,150,60,fat,
8979,196,41,thin,
8980,173,41,thin,
8981,199,47,thin,
8982,182,40,thin,
8983,150,80,fat,
8984,128,40,normal,
8985,165,64,normal,
8986,123,64,fat,
8987,143,45,normal,
8988,125,63,fat,
8989,121,37,fat,
8990,162,74,fat,
8991,162,70,fat,
8992,162,35,thin,
8993,187,73,normal,
8994,188,80,normal,
8995,159,51,normal,
8996,187,79,normal,
8997,180,72,normal,
8998,131,52,fat,
8999,162,71,fat,
9000,143,70,fat,
9001,137,37,normal,
9002,166,80,fat,
9003,150,58,fat,
9004,194,51,thin,
9005,165,56,normal,
9006,166,36,thin,
9007,185,63,thin,
9008,180,78,normal,
9009,179,68,normal,
9010,174,37,thin,
9011,134,52,fat,
9012,180,50,thin,
9013,194,69,thin,
9014,198,56,thin,
9015,189,67,normal,
9016,145,46,normal,
9017,195,74,normal,
9018,124,46,fat,
9019,182,67,normal,
9020,120,77,fat,
9021,142,68,fat,
9022,137,80,fat,
9023,170,76,fat,
9024,173,37,thin,
9025,120,51,fat,
9026,197,39,thin,
9027,171,69,normal,
9028,125,78,fat,
9029,164,57,normal,
9030,184,80,normal,
9031,156,50,normal,
9032,127,49,fat,
9033,152,51,normal,
9034,177,60,normal,
9035,190,55,thin,
9036,180,48,thin,
9037,197,76,normal,
9038,140,53,fat,
9039,165,38,thin,
9040,129,39,normal,
9041,135,70,fat,
9042,163,66,normal,
9043,176,61,normal,
9044,149,51,normal,
9045,147,74,fat,
9046,123,72,fat,
9047,154,42,thin,
9048,184,59,thin,
9049,155,50,normal,
9050,121,68,fat,
9051,152,57,normal,
9052,165,39,thin,
9053,145,36,thin,
9054,173,69,normal,
9055,177,58,normal,
9056,164,43,thin,
9057,154,59,normal,
9058,175,67,normal,
9059,176,46,thin,
9060,124,36,normal,
9061,157,35,thin,
9062,193,37,thin,
9063,145,65,fat,
9064,141,38,normal,
9065,198,50,thin,
9066,191,67,thin,
9067,176,44,thin,
9068,148,63,fat,
9069,179,75,normal,
9070,131,71,fat,
9071,145,77,fat,
9072,123,54,fat,
9073,146,52,normal,
9074,140,56,fat,
9075,130,73,fat,
9076,183,56,thin,
9077,188,49,thin,
9078,149,58,fat,
9079,150,79,fat,
9080,198,62,thin,
9081,172,67,normal,
9082,139,49,fat,
9083,133,55,fat,
9084,140,66,fat,
9085,196,41,thin,
9086,199,49,thin,
9087,133,67,fat,
9088,143,51,normal,
9089,123,38,fat,
9090,147,68,fat,
9091,199,48,thin,
9092,157,66,fat,
9093,164,40,thin,
9094,196,44,thin,
9095,185,76,normal,
9096,181,56,thin,
9097,186,44,thin,
9098,195,70,thin,
9099,193,46,thin,
9100,124,69,fat,
9101,189,57,thin,
9102,186,74,normal,
9103,182,68,normal,
9104,176,41,thin,
9105,124,58,fat,
9106,123,51,fat,
9107,165,71,fat,
9108,194,35,thin,
9109,182,72,normal,
9110,156,51,normal,
9111,148,44,normal,
9112,138,53,fat,
9113,152,74,fat,
9114,123,61,fat,
9115,154,50,normal,
9116,139,41,normal,
9117,156,47,normal,
9118,172,69,normal,
9119,197,73,normal,
9120,137,70,fat,
9121,170,45,thin,
9122,171,41,thin,
9123,158,71,fat,
9124,195,52,thin,
9125,193,62,thin,
9126,191,69,normal,
9127,180,77,normal,
9128,171,73,normal,
9129,145,39,normal,
9130,170,53,thin,
9131,197,67,thin,
9132,195,51,thin,
9133,196,35,thin,
9134,188,52,thin,
9135,128,57,fat,
9136,172,66,normal,
9137,163,42,thin,
9138,131,52,fat,
9139,182,64,normal,
9140,158,48,normal,
9141,151,53,normal,
9142,127,56,fat,
9143,200,46,thin,
9144,149,47,normal,
9145,184,41,thin,
9146,190,43,thin,
9147,180,45,thin,
9148,198,57,thin,
9149,156,39,thin,
9150,133,75,fat,
9151,134,72,fat,
9152,128,46,fat,
9153,158,78,fat,
9154,122,37,normal,
9155,156,56,normal,
9156,191,44,thin,
9157,175,63,normal,
9158,139,60,fat,
9159,192,73,normal,
9160,173,66,normal,
9161,195,51,thin,
9162,195,44,thin,
9163,171,43,thin,
9164,160,74,fat,
9165,184,59,thin,
9166,130,60,fat,
9167,131,59,fat,
9168,158,76,fat,
9169,196,67,thin,
9170,142,60,fat,
9171,189,54,thin,
9172,192,62,thin,
9173,140,44,normal,
9174,129,78,fat,
9175,189,39,thin,
9176,157,58,normal,
9177,122,38,fat,
9178,164,35,thin,
9179,136,78,fat,
9180,137,77,fat,
9181,145,44,normal,
9182,135,36,normal,
9183,172,38,thin,
9184,128,50,fat,
9185,154,75,fat,
9186,126,79,fat,
9187,142,42,normal,
9188,147,36,thin,
9189,145,40,normal,
9190,182,78,normal,
9191,166,35,thin,
9192,136,71,fat,
9193,173,72,normal,
9194,121,66,fat,
9195,193,66,thin,
9196,155,44,thin,
9197,192,49,thin,
9198,151,79,fat,
9199,183,40,thin,
9200,123,37,normal,
9201,194,37,thin,
9202,190,47,thin,
9203,131,57,fat,
9204,150,49,normal,
9205,181,79,normal,
9206,148,71,fat,
9207,123,51,fat,
9208,120,48,fat,
9209,153,78,fat,
9210,176,42,thin,
9211,184,49,thin,
9212,199,68,thin,
9213,140,74,fat,
9214,158,45,thin,
9215,146,42,normal,
9216,131,63,fat,
9217,131,51,fat,
9218,182,67,normal,
9219,133,69,fat,
9220,127,53,fat,
9221,135,35,normal,
9222,136,65,fat,
9223,127,77,fat,
9224,185,74,normal,
9225,195,35,thin,
9226,168,49,thin,
9227,186,36,thin,
9228,198,35,thin,
9229,172,71,normal,
9230,181,50,thin,
9231,195,36,thin,
9232,152,62,fat,
9233,174,56,thin,
9234,171,74,fat,
9235,175,70,normal,
9236,185,69,normal,
9237,142,38,normal,
9238,198,58,thin,
9239,182,78,normal,
9240,177,47,thin,
9241,158,36,thin,
9242,131,42,normal,
9243,155,55,normal,
9244,196,48,thin,
9245,151,63,fat,
9246,129,71,fat,
9247,125,45,fat,
9248,161,40,thin,
9249,144,45,normal,
9250,186,57,thin,
9251,135,75,fat,
9252,141,47,normal,
9253,152,68,fat,
9254,163,40,thin,
9255,200,62,thin,
9256,163,78,fat,
9257,161,40,thin,
9258,143,56,fat,
9259,142,77,fat,
9260,126,73,fat,
9261,183,75,normal,
9262,179,72,normal,
9263,189,47,thin,
9264,153,51,normal,
9265,121,36,normal,
9266,186,72,normal,
9267,134,51,fat,
9268,160,49,normal,
9269,178,74,normal,
9270,176,66,normal,
9271,175,38,thin,
9272,163,68,fat,
9273,173,44,thin,
9274,129,70,fat,
9275,184,69,normal,
9276,156,64,fat,
9277,121,75,fat,
9278,153,60,fat,
9279,124,63,fat,
9280,126,49,fat,
9281,128,69,fat,
9282,165,72,fat,
9283,128,59,fat,
9284,196,64,thin,
9285,173,46,thin,
9286,148,61,fat,
9287,157,67,fat,
9288,140,38,normal,
9289,172,59,normal,
9290,199,71,thin,
9291,154,69,fat,
9292,139,80,fat,
9293,154,70,fat,
9294,185,72,normal,
9295,194,67,thin,
9296,140,56,fat,
9297,182,71,normal,
9298,176,68,normal,
9299,170,77,fat,
9300,177,54,thin,
9301,137,75,fat,
9302,151,37,thin,
9303,187,58,thin,
9304,144,64,fat,
9305,168,37,thin,
9306,132,53,fat,
9307,198,46,thin,
9308,136,39,normal,
9309,134,52,fat,
9310,124,60,fat,
9311,122,55,fat,
9312,197,52,thin,
9313,178,42,thin,
9314,133,40,normal,
9315,168,76,fat,
9316,155,51,normal,
9317,200,80,normal,
9318,199,43,thin,
9319,190,41,thin,
9320,185,41,thin,
9321,138,38,normal,
9322,158,43,thin,
9323,121,56,fat,
9324,128,75,fat,
9325,191,76,normal,
9326,132,40,normal,
9327,126,47,fat,
9328,176,58,normal,
9329,169,68,normal,
9330,185,62,thin,
9331,126,45,fat,
9332,173,56,normal,
9333,179,73,normal,
9334,175,50,thin,
9335,123,56,fat,
9336,169,50,thin,
9337,143,72,fat,
9338,122,38,fat,
9339,194,45,thin,
9340,127,67,fat,
9341,161,48,normal,
9342,152,49,normal,
9343,152,46,normal,
9344,177,43,thin,
9345,163,80,fat,
9346,149,73,fat,
9347,176,42,thin,
9348,200,39,thin,
9349,133,51,fat,
9350,164,40,thin,
9351,128,55,fat,
9352,171,58,normal,
9353,154,64,fat,
9354,161,37,thin,
9355,127,53,fat,
9356,155,63,fat,
9357,165,71,fat,
9358,121,55,fat,
9359,179,64,normal,
9360,190,72,normal,
9361,160,66,fat,
9362,179,79,normal,
9363,164,67,normal,
9364,174,40,thin,
9365,142,36,thin,
9366,191,42,thin,
9367,145,44,normal,
9368,159,56,normal,
9369,132,44,fat,
9370,163,42,thin,
9371,178,67,normal,
9372,146,48,normal,
9373,124,56,fat,
9374,152,70,fat,
9375,189,61,thin,
9376,167,44,thin,
9377,123,57,fat,
9378,199,62,thin,
9379,121,59,fat,
9380,188,35,thin,
9381,169,43,thin,
9382,129,51,fat,
9383,122,62,fat,
9384,179,79,normal,
9385,188,79,normal,
9386,175,55,thin,
9387,149,42,normal,
9388,130,35,normal,
9389,166,45,thin,
9390,133,41,normal,
9391,194,61,thin,
9392,153,42,thin,
9393,197,67,thin,
9394,123,50,fat,
9395,126,45,fat,
9396,122,79,fat,
9397,131,52,fat,
9398,177,62,normal,
9399,152,43,normal,
9400,158,64,fat,
9401,149,78,fat,
9402,184,70,normal,
9403,189,43,thin,
9404,124,40,fat,
9405,184,53,thin,
9406,120,70,fat,
9407,191,46,thin,
9408,170,45,thin,
9409,187,44,thin,
9410,157,61,normal,
9411,193,47,thin,
9412,185,68,normal,
9413,160,70,fat,
9414,187,75,normal,
9415,162,45,thin,
9416,167,73,fat,
9417,127,71,fat,
9418,165,77,fat,
9419,182,56,thin,
9420,141,49,normal,
9421,171,58,normal,
9422,163,60,normal,
9423,137,40,normal,
9424,157,80,fat,
9425,183,56,thin,
9426,161,80,fat,
9427,132,36,normal,
9428,155,46,normal,
9429,120,50,fat,
9430,150,49,normal,
9431,197,57,thin,
9432,181,49,thin,
9433,140,62,fat,
9434,177,62,normal,
9435,188,70,normal,
9436,133,37,normal,
9437,188,74,normal,
9438,177,37,thin,
9439,192,46,thin,
9440,139,41,normal,
9441,128,36,normal,
9442,182,74,normal,
9443,154,39,thin,
9444,184,37,thin,
9445,177,36,thin,
9446,182,79,normal,
9447,160,49,normal,
9448,185,63,thin,
9449,124,78,fat,
9450,159,52,normal,
9451,195,71,normal,
9452,128,80,fat,
9453,120,45,fat,
9454,144,44,normal,
9455,168,36,thin,
9456,131,58,fat,
9457,128,48,fat,
9458,122,69,fat,
9459,200,44,thin,
9460,161,77,fat,
9461,122,55,fat,
9462,186,42,thin,
9463,129,49,fat,
9464,164,50,normal,
9465,179,54,thin,
9466,193,65,thin,
9467,146,41,normal,
9468,175,42,thin,
9469,145,64,fat,
9470,194,78,normal,
9471,190,78,normal,
9472,191,65,thin,
9473,195,47,thin,
9474,157,44,thin,
9475,184,42,thin,
9476,153,69,fat,
9477,173,36,thin,
9478,155,46,normal,
9479,148,44,normal,
9480,186,77,normal,
9481,147,35,thin,
9482,174,55,thin,
9483,160,36,thin,
9484,187,60,thin,
9485,188,39,thin,
9486,134,69,fat,
9487,148,64,fat,
9488,179,67,normal,
9489,125,57,fat,
9490,134,58,fat,
9491,181,68,normal,
9492,151,67,fat,
9493,173,58,normal,
9494,185,41,thin,
9495,161,51,normal,
9496,187,79,normal,
9497,156,35,thin,
9498,172,45,thin,
9499,132,46,fat,
9500,127,50,fat,
9501,188,61,thin,
9502,182,40,thin,
9503,167,47,thin,
9504,164,73,fat,
9505,151,74,fat,
9506,137,63,fat,
9507,147,41,normal,
9508,191,37,thin,
9509,132,43,normal,
9510,153,49,normal,
9511,174,66,normal,
9512,166,68,normal,
9513,196,36,thin,
9514,176,52,thin,
9515,123,74,fat,
9516,135,44,normal,
9517,126,71,fat,
9518,122,74,fat,
9519,129,62,fat,
9520,121,66,fat,
9521,190,65,thin,
9522,135,53,fat,
9523,181,72,normal,
9524,142,40,normal,
9525,127,80,fat,
9526,130,56,fat,
9527,135,73,fat,
9528,133,58,fat,
9529,182,53,thin,
9530,136,76,fat,
9531,123,80,fat,
9532,172,62,normal,
9533,152,53,normal,
9534,158,37,thin,
9535,125,73,fat,
9536,152,42,thin,
9537,176,48,thin,
9538,140,63,fat,
9539,187,76,normal,
9540,133,51,fat,
9541,173,69,normal,
9542,125,79,fat,
9543,196,40,thin,
9544,157,58,normal,
9545,160,38,thin,
9546,141,37,normal,
9547,147,75,fat,
9548,142,63,fat,
9549,142,61,fat,
9550,161,48,normal,
9551,130,65,fat,
9552,131,67,fat,
9553,189,58,thin,
9554,173,38,thin,
9555,130,69,fat,
9556,148,71,fat,
9557,127,72,fat,
9558,170,41,thin,
9559,132,71,fat,
9560,142,47,normal,
9561,152,40,thin,
9562,157,68,fat,
9563,186,38,thin,
9564,168,65,normal,
9565,175,56,thin,
9566,181,35,thin,
9567,181,75,normal,
9568,153,44,normal,
9569,170,47,thin,
9570,144,63,fat,
9571,140,72,fat,
9572,189,75,normal,
9573,171,60,normal,
9574,192,67,thin,
9575,123,75,fat,
9576,161,41,thin,
9577,158,68,fat,
9578,164,68,fat,
9579,177,71,normal,
9580,136,64,fat,
9581,181,53,thin,
9582,172,54,thin,
9583,150,35,thin,
9584,176,78,fat,
9585,171,48,thin,
9586,171,70,normal,
9587,178,62,normal,
9588,136,45,normal,
9589,124,72,fat,
9590,186,35,thin,
9591,146,69,fat,
9592,169,43,thin,
9593,136,78,fat,
9594,129,50,fat,
9595,174,73,normal,
9596,176,79,fat,
9597,194,74,normal,
9598,166,37,thin,
9599,185,59,thin,
9600,126,73,fat,
9601,137,61,fat,
9602,127,68,fat,
9603,184,63,normal,
9604,134,79,fat,
9605,159,53,normal,
9606,126,52,fat,
9607,173,38,thin,
9608,158,47,normal,
9609,120,64,fat,
9610,165,72,fat,
9611,123,52,fat,
9612,120,71,fat,
9613,177,36,thin,
9614,157,52,normal,
9615,120,45,fat,
9616,187,52,thin,
9617,122,51,fat,
9618,137,71,fat,
9619,192,78,normal,
9620,123,50,fat,
9621,126,59,fat,
9622,198,44,thin,
9623,164,41,thin,
9624,165,52,normal,
9625,161,75,fat,
9626,180,55,thin,
9627,156,79,fat,
9628,141,65,fat,
9629,174,45,thin,
9630,162,77,fat,
9631,136,36,normal,
9632,194,43,thin,
9633,198,67,thin,
9634,147,74,fat,
9635,150,39,thin,
9636,200,50,thin,
9637,128,42,fat,
9638,152,58,fat,
9639,192,55,thin,
9640,144,45,normal,
9641,197,54,thin,
9642,173,68,normal,
9643,144,51,normal,
9644,151,42,thin,
9645,140,69,fat,
9646,130,45,fat,
9647,171,73,normal,
9648,179,46,thin,
9649,139,63,fat,
9650,149,67,fat,
9651,147,73,fat,
9652,135,71,fat,
9653,134,40,normal,
9654,174,40,thin,
9655,158,51,normal,
9656,185,45,thin,
9657,181,66,normal,
9658,172,80,fat,
9659,194,53,thin,
9660,172,36,thin,
9661,188,58,thin,
9662,152,58,fat,
9663,191,52,thin,
9664,170,61,normal,
9665,132,52,fat,
9666,126,35,normal,
9667,160,46,thin,
9668,182,56,thin,
9669,165,40,thin,
9670,170,35,thin,
9671,162,72,fat,
9672,154,61,fat,
9673,191,61,thin,
9674,159,80,fat,
9675,128,49,fat,
9676,200,61,thin,
9677,176,39,thin,
9678,124,68,fat,
9679,122,50,fat,
9680,182,48,thin,
9681,122,44,fat,
9682,179,51,thin,
9683,179,39,thin,
9684,197,69,thin,
9685,184,70,normal,
9686,154,74,fat,
9687,163,46,thin,
9688,189,51,thin,
9689,199,47,thin,
9690,156,52,normal,
9691,177,48,thin,
9692,171,56,normal,
9693,178,41,thin,
9694,171,68,normal,
9695,200,69,thin,
9696,155,78,fat,
9697,145,80,fat,
9698,136,39,normal,
9699,134,39,normal,
9700,137,79,fat,
9701,155,58,normal,
9702,168,42,thin,
9703,186,71,normal,
9704,174,78,fat,
9705,134,70,fat,
9706,154,67,fat,
9707,176,80,fat,
9708,120,63,fat,
9709,157,65,fat,
9710,166,55,normal,
9711,128,71,fat,
9712,121,53,fat,
9713,162,71,fat,
9714,136,60,fat,
9715,160,64,normal,
9716,190,79,normal,
9717,172,77,fat,
9718,134,62,fat,
9719,167,51,thin,
9720,138,79,fat,
9721,196,45,thin,
9722,195,56,thin,
9723,126,49,fat,
9724,170,68,normal,
9725,181,44,thin,
9726,171,49,thin,
9727,150,36,thin,
9728,182,76,normal,
9729,137,63,fat,
9730,167,42,thin,
9731,173,76,fat,
9732,166,44,thin,
9733,200,49,thin,
9734,199,48,thin,
9735,171,56,normal,
9736,138,45,normal,
9737,139,73,fat,
9738,130,55,fat,
9739,126,49,fat,
9740,162,79,fat,
9741,137,64,fat,
9742,140,67,fat,
9743,137,45,normal,
9744,163,37,thin,
9745,190,43,thin,
9746,189,74,normal,
9747,145,44,normal,
9748,172,67,normal,
9749,128,76,fat,
9750,138,62,fat,
9751,160,75,fat,
9752,177,47,thin,
9753,178,55,thin,
9754,145,59,fat,
9755,139,35,thin,
9756,158,75,fat,
9757,176,63,normal,
9758,142,36,thin,
9759,197,76,normal,
9760,127,59,fat,
9761,198,46,thin,
9762,193,65,thin,
9763,137,42,normal,
9764,129,48,fat,
9765,169,76,fat,
9766,130,61,fat,
9767,152,68,fat,
9768,184,54,thin,
9769,123,60,fat,
9770,131,38,normal,
9771,158,40,thin,
9772,196,44,thin,
9773,124,66,fat,
9774,150,70,fat,
9775,179,56,thin,
9776,135,48,fat,
9777,194,65,thin,
9778,176,79,fat,
9779,191,72,normal,
9780,200,66,thin,
9781,189,46,thin,
9782,162,41,thin,
9783,159,60,normal,
9784,172,40,thin,
9785,147,39,thin,
9786,135,73,fat,
9787,172,59,normal,
9788,190,53,thin,
9789,165,67,normal,
9790,194,79,normal,
9791,174,63,normal,
9792,171,45,thin,
9793,145,78,fat,
9794,127,68,fat,
9795,192,57,thin,
9796,148,37,thin,
9797,121,42,fat,
9798,194,43,thin,
9799,122,71,fat,
9800,121,68,fat,
9801,134,35,normal,
9802,193,59,thin,
9803,192,45,thin,
9804,136,46,normal,
9805,142,61,fat,
9806,138,49,fat,
9807,167,49,thin,
9808,132,79,fat,
9809,169,80,fat,
9810,165,56,normal,
9811,133,45,fat,
9812,175,68,normal,
9813,197,41,thin,
9814,172,44,thin,
9815,181,56,thin,
9816,141,67,fat,
9817,149,54,normal,
9818,176,37,thin,
9819,175,42,thin,
9820,154,46,normal,
9821,170,64,normal,
9822,165,57,normal,
9823,167,74,fat,
9824,144,40,normal,
9825,191,79,normal,
9826,135,43,normal,
9827,196,63,thin,
9828,172,65,normal,
9829,178,72,normal,
9830,186,77,normal,
9831,160,39,thin,
9832,196,38,thin,
9833,153,41,thin,
